;mes_sin;mes_cos;dia_mes_sin;dia_mes_cos;dia_semana_sin;dia_semana_cos;range_dia_anterior;posicao_range_d1;distancia_mm20;mov_direcional_c1;pavio_superior_c1;pavio_inferior_c1;range_c1;tamanho_medio_ordem_c1;pavio_superior_dolar_c1;pavio_inferior_dolar_c1;range_dolar_c1;volume_real_norm_dolar_c1;tamanho_medio_ordem_dolar_c1;correlacao_movel_WIN_WDO_c1;ratio_vol_WIN_WDO_c1;mag_decisao
2021-04-13;0.8660254037844387;-0.4999999999999998;0.40673664307580004;-0.913545457642601;0.7818314824680298;0.6234898018587336;0.012938923175143648;0.4769736842105263;0.019608181545570848;1;0.0007617113114129745;0.002327451229317422;0.006601498032245779;3.229613709524711;0.003919519205644107;0.0022646110965943733;0.011671457190140231;2.2600189539199556;2.7005867670583044;0.28564060460676166;2.1772824931096597;285.0
2021-04-14;0.8660254037844387;-0.4999999999999998;0.20791169081775931;-0.9781476007338057;0.9749279121818236;-0.22252093395631434;0.014260928441454022;0.9554896142433235;0.029347472611250976;1;0.0026362038664323375;0.0;0.004435517616536949;3.257675191863251;0.0015767344078486335;0.0033286615276804485;0.007883672039243167;1.934270762412396;2.598380773630377;0.41278219642449643;1.7531949086619423;895.0
2021-04-15;0.8660254037844387;-0.4999999999999998;5.66553889764798e-16;-1.0;0.43388373911755823;-0.900968867902419;0.015733534186961252;0.8031914893617021;0.039407280146032425;1;0.0007024793388429752;0.0019834710743801653;0.004049586776859504;3.236852676093297;0.0016787418271779467;0.002297225658243506;0.011839547623254992;1.9673339935068952;2.6190424160311183;-0.7009596806730002;2.2299443749130856;450.0
2021-04-16;0.8660254037844387;-0.4999999999999998;-0.20791169081775907;-0.9781476007338057;-0.433883739117558;-0.9009688679024191;0.011074380165289256;0.4925373134328358;0.039054563224155445;-1;0.0017326732673267327;0.0007425742574257426;0.004372937293729373;3.191298958055036;0.0018683274021352313;0.00017793594306049823;0.009875444839857651;1.6052919864139157;2.756617587516017;-0.7476520747978072;2.5801211325286633;265.0
2021-04-19;0.8660254037844387;-0.4999999999999998;-0.743144825477394;-0.6691306063588585;0.0;1.0;0.01023102310231023;0.7096774193548387;0.038812248579648684;1;0.0032510288065843622;0.0002880658436213992;0.0037860082304526747;3.2615013710918785;0.0028696977849520223;0.0025109855618330196;0.007443278629719307;1.790328606616232;2.677564367844073;-0.7947441522438607;1.9391984241230396;95.0
2021-04-20;0.8660254037844387;-0.4999999999999998;-0.8660254037844385;-0.5000000000000004;0.7818314824680298;0.6234898018587336;0.011728395061728396;-0.10526315789473684;0.03126859258279897;1;0.0013234077750206782;0.0008684863523573201;0.003349875930521092;3.2331681065004956;0.003769520732364028;0.0008975049362771495;0.008885298869143781;1.8727766499019765;2.651798603541231;-0.6913694561335816;1.7437187534718364;115.0
2021-04-22;0.8660254037844387;-0.4999999999999998;-0.9945218953682733;-0.10452846326765423;0.43388373911755823;-0.900968867902419;0.01248966087675765;0.3443708609271523;0.028075768183917243;1;0.00016559718484785758;0.0025667563651417926;0.005878700062098945;3.1003061218022525;0.000989564591579705;0.0013494062612450521;0.014213745951781216;2.2512553864121565;2.896294239560505;0.4335973088339895;1.6748233591603867;885.0
2021-04-23;0.8660254037844387;-0.4999999999999998;-0.9945218953682734;0.10452846326765299;-0.433883739117558;-0.9009688679024191;0.015276340302214862;0.5880758807588076;0.02436147144815178;-1;0.0013670256835128418;0.001284175642087821;0.003686826843413422;2.897712261739868;0.001288659793814433;0.0009204712812960235;0.006167157584683358;1.680937584378081;2.670088938569207;0.6360181796494986;2.192708072631079;335.0
2021-04-26;0.8660254037844387;-0.4999999999999998;-0.743144825477394;0.6691306063588585;0.0;1.0;0.008367854183927092;1.1485148514851484;0.02670090130070477;1;0.0010291453976617817;0.002305285690762391;0.003416762720237115;2.9560162037726534;0.0008244778307072187;0.002473433492121656;0.004488823744961524;1.3963601957069722;2.5310362384088476;-0.028056308467008913;2.5878046009338953;60.0
2021-04-27;0.8660254037844387;-0.4999999999999998;-0.5877852522924734;0.8090169943749473;0.7818314824680298;0.6234898018587336;0.013214226905977277;0.719626168224299;0.021990058134636448;-1;0.001030502885408079;0.0011129431162407255;0.0036685902720527616;3.110174453322303;0.000827053850395148;0.004319058996507995;0.006248851314096674;1.825767038509729;2.666772411947943;-0.11229398881706153;1.5303050932966042;255.0
2021-04-28;0.8660254037844387;-0.4999999999999998;-0.40673664307580015;0.913545457642601;0.9749279121818236;-0.22252093395631434;0.019620774938169827;0.18907563025210083;0.00580010553290966;1;0.0001672100994900092;0.000710642922832539;0.006772009029345372;3.2522536608610353;0.0009169264624977076;0.0007335411699981661;0.007977260223730057;1.685907748154832;2.6749869930381784;0.19088820486952918;2.6970808384388945;340.0
2021-04-29;0.8660254037844387;-0.4999999999999998;-0.20791169081775898;0.9781476007338057;0.43388373911755823;-0.900968867902419;0.020608644762143632;0.8843813387423936;0.020691853041507408;-1;0.002834723306355532;0.0003697465182202868;0.0035331333963271845;3.0685700550401904;0.004111765255583591;0.00112139052425007;0.006074198673021213;1.6868548280486213;2.796423013161011;-0.6472990528621599;2.2781811500065787;480.0
2021-04-30;0.8660254037844387;-0.4999999999999998;-1.133107779529596e-15;1.0;-0.433883739117558;-0.9009688679024191;0.016186680908754775;-0.02284263959390863;0.005303523608322323;-1;0.0004998542091889865;0.0017078352147290373;0.005165160161619528;3.2129455264036686;0.0007450176941702365;0.0025144347178245484;0.004656360588563979;1.214509956569203;2.880792505491342;-0.5618173318905961;4.054670223442571;610.0
2021-05-03;0.49999999999999994;-0.8660254037844387;0.5712682150947923;0.8207634412072763;0.0;1.0;0.013621027200399883;0.5474006116207951;0.002317545577001916;-1;0.001043405676126878;0.0014190317195325543;0.0033806343906510852;3.2027275126029413;0.004605747973470892;0.0014738393515106854;0.00893515106853353;1.8133162618366598;2.687878148164376;-0.6656720557439484;1.7087532008725341;340.0
2021-05-04;0.49999999999999994;-0.8660254037844387;0.72479278722912;0.6889669190756866;0.7818314824680298;0.6234898018587336;0.012687813021702838;0.29276315789473684;-0.004193725485284386;1;0.000335401643468053;0.002641287942310917;0.004066744927050142;3.16597982042702;0.0021008403361344537;0.0012787723785166241;0.005389112166605773;1.687348579771561;2.591383470215534;-0.6698286823705206;2.692732628175735;690.0
2021-05-05;0.49999999999999994;-0.8660254037844387;0.8486442574947509;0.5289640103269624;0.9749279121818236;-0.22252093395631434;0.014967298339761865;0.43977591036414565;-0.009109596902945749;1;0.0010530749789385003;0.0019376579612468408;0.0038331929233361415;3.191873400762143;0.0012842858453352903;0.00018346940647647004;0.008347857994679388;1.7634118405216113;2.6906079778597194;-0.27338346932922464;2.1601064264639214;340.0
2021-05-06;0.49999999999999994;-0.8660254037844387;0.9377521321470804;0.3473052528448203;0.43388373911755823;-0.900968867902419;0.014616680707666386;0.8962536023054755;0.001011227755595634;1;0.0009581337221412205;0.0018746094563632577;0.003832534888564882;3.2507065376956583;0.005319148936170213;0.0002799552071668533;0.009985069055617768;2.374201061116231;2.8730599522844464;-0.7324592261985665;1.8165661783253233;375.0
2021-05-07;0.49999999999999994;-0.8660254037844387;0.9884683243281114;0.1514277775045767;-0.433883739117558;-0.9009688679024191;0.009164757342220371;1.190909090909091;0.00505736400523233;1;0.00145071706872254;0.0020724529553179144;0.005139683329188427;3.074015199355443;0.0024563060935285782;0.0010392064241851677;0.009919697685403874;2.3061252432858237;2.9185867183828544;-0.7897434188052159;1.7608262292405141;440.0
2021-05-10;0.49999999999999994;-0.8660254037844387;0.8978045395707416;-0.4403941515576344;0.0;1.0;0.0192738124844566;0.8236559139784946;0.017169068645084558;1;0.0010221186475326057;0.0;0.005928288155689112;3.080575765393101;0.002572163475278651;0.001619510336286558;0.007240163856339907;1.8316340699836993;2.70102978204799;-0.7102459208969796;2.4229422923846835;435.0
2021-05-11;0.49999999999999994;-0.8660254037844387;0.7907757369376989;-0.6121059825476626;0.7818314824680298;0.6234898018587336;0.008176949180260846;-0.755;0.006967578035006009;-1;0.0021436227224008574;0.0008244702778464837;0.006265974111633275;3.168776634483619;0.000857551214864221;0.0039066222010481185;0.009528346831824679;2.11020006736807;2.8489046843863144;-0.7906298585668273;2.127183881363843;1010.0
2021-05-12;0.49999999999999994;-0.8660254037844387;0.6513724827222223;-0.758758122692791;0.9749279121818236;-0.22252093395631434;0.02296149723802457;0.822262118491921;0.0173375434060151;-1;0.0011404830760457822;0.00443973768889251;0.010753126145574518;3.356262589986169;0.005530657003909602;0.0006674930866787451;0.007628492419185658;2.0982954390135027;2.7822154568663056;-0.4542131465797473;3.3131512381344934;530.0
2021-05-13;0.49999999999999994;-0.8660254037844387;0.48530196253108104;-0.8743466161445821;0.43388373911755823;-0.900968867902419;0.026434768441204026;0.14175654853620956;-0.0049499823954601;1;0.000499542086420781;0.0023311964032969776;0.004912163849804346;3.205527838820587;0.003483008566318366;0.002824060999717594;0.009695942765697073;2.03768232754631;2.7998010058006133;-0.8920018703490845;2.3485655782289903;955.0
