datetime;Abertura;Fechamento;Maxima;Minima;Volume_Real;Volume_Tick;label
2024-09-18 11:40:00;135040;135025;135090;134965;171079;41600;Venda
2024-09-18 11:45:00;135025;135095;135100;134990;121701;31112;Venda
2024-09-18 11:50:00;135095;135170;135185;135070;122626;34468;Venda
2024-09-18 11:55:00;135175;135060;135185;135035;121056;31912;Venda
2024-09-19 09:00:00;135750;136060;136070;135550;318388;109960;Venda
2024-09-19 09:05:00;136065;136135;136180;135950;322435;98312;Venda
2024-09-19 09:10:00;136130;135960;136175;135950;213979;63864;Venda
2024-09-19 09:15:00;135955;136100;136160;135830;333121;102191;Venda
2024-09-19 09:20:00;136100;136030;136145;136005;181431;50819;Venda
2024-09-19 09:25:00;136030;135980;136140;135920;215793;63010;Venda
2024-09-19 09:30:00;135980;135695;136020;135655;298080;82745;Venda
2024-09-19 09:35:00;135695;135740;135865;135650;247943;72104;Venda
2024-09-19 09:40:00;135740;135645;135750;135610;144784;42945;Venda
2024-09-19 09:45:00;135645;135670;135685;135485;266845;81149;Venda
2024-09-19 09:50:00;135675;135565;135820;135555;312858;92080;Venda
2024-09-19 09:55:00;135565;135495;135590;135450;156422;48981;Venda
2024-09-19 10:00:00;135495;135690;135785;135465;304335;92503;Venda
2024-09-19 10:05:00;135690;135310;135705;135285;367182;114913;Venda
2024-09-19 10:10:00;135310;135505;135550;135310;377094;111309;Venda
2024-09-19 10:15:00;135505;135360;135585;135350;239916;74536;Venda
2024-09-19 10:20:00;135360;135615;135715;135360;320756;93333;Venda
2024-09-19 10:25:00;135615;135430;135675;135400;220940;65741;Venda
2024-09-19 10:30:00;135430;135165;135530;135090;446532;129879;Venda
2024-09-19 10:35:00;135165;135230;135275;135025;320651;95852;Venda
2024-09-19 10:40:00;135225;134985;135225;134975;262749;78485;Venda
2024-09-19 10:45:00;134990;134980;135070;134870;321678;96126;Venda
2024-09-19 10:50:00;134985;134880;135030;134815;214585;61852;Venda
2024-09-19 10:55:00;134885;134945;134960;134815;197368;55214;Venda
2024-09-19 11:00:00;134945;134885;135100;134845;301858;89138;Venda
2024-09-19 11:05:00;134885;134790;134985;134780;219153;62809;Venda
2024-09-19 11:10:00;134790;134810;134950;134790;188018;55060;Venda
2024-09-19 11:15:00;134810;134785;134860;134730;163051;46550;Venda
2024-09-19 11:20:00;134780;134685;134790;134650;154253;43089;Venda
2024-09-19 11:25:00;134685;134480;134720;134475;230100;58592;Venda
2024-09-19 11:30:00;134480;134355;134480;134310;333912;83505;Venda
2024-09-19 11:35:00;134360;134455;134520;134345;176298;48530;Venda
2024-09-19 11:40:00;134455;134395;134455;134330;146425;40759;Venda
2024-09-19 11:45:00;134395;134545;134560;134375;182989;50515;Venda
2024-09-19 11:50:00;134545;134605;134670;134525;162959;44422;Venda
2024-09-19 11:55:00;134600;134650;134675;134560;129766;35584;Venda
2024-09-20 09:00:00;133740;133845;133900;133565;396916;143384;Venda
2024-09-20 09:05:00;133850;133930;134025;133830;226560;77444;Venda
2024-09-20 09:10:00;133925;133905;134115;133875;239498;82827;Venda
2024-09-20 09:15:00;133905;133920;133985;133760;232815;77045;Venda
2024-09-20 09:20:00;133920;134065;134070;133865;213390;67985;Venda
2024-09-20 09:25:00;134065;134005;134090;133970;168010;52651;Venda
2024-09-20 09:30:00;134010;133900;134075;133880;211440;64406;Venda
2024-09-20 09:35:00;133905;133905;133995;133765;257948;80089;Venda
2024-09-20 09:40:00;133905;133925;133975;133775;243037;70410;Venda
2024-09-20 09:45:00;133925;133800;133945;133780;141545;42192;Venda
2024-09-20 09:50:00;133795;133850;133930;133640;328715;101390;Venda
2024-09-20 09:55:00;133855;133825;133990;133785;249003;74414;Venda
2024-09-20 10:00:00;133825;133785;133935;133710;289036;93559;Venda
2024-09-20 10:05:00;133790;133945;133975;133505;480043;152670;Venda
2024-09-20 10:10:00;133950;133755;134060;133730;413179;129675;Venda
2024-09-20 10:15:00;133755;133815;133920;133650;405248;115260;Venda
2024-09-20 10:20:00;133815;133935;133950;133530;439096;130427;Venda
2024-09-20 10:25:00;133935;133780;133950;133715;203246;66513;Venda
2024-09-20 10:30:00;133775;133470;133915;133435;375581;112184;Venda
2024-09-20 10:35:00;133465;133355;133470;133280;352869;107964;Venda
2024-09-20 10:40:00;133350;133335;133500;133265;294980;87285;Venda
2024-09-20 10:45:00;133335;133215;133355;133175;300016;84294;Venda
2024-09-20 10:50:00;133215;133260;133340;133125;263789;75917;Venda
2024-09-20 10:55:00;133260;133245;133335;133195;150683;42531;Venda
2024-09-20 11:00:00;133245;133215;133270;133100;264056;72012;Venda
2024-09-20 11:05:00;133215;133025;133240;133010;202155;58230;Venda
2024-09-20 11:10:00;133025;132950;133045;132890;225332;60457;Venda
2024-09-20 11:15:00;132945;132890;132990;132875;133480;34304;Venda
2024-09-20 11:20:00;132890;132885;132920;132825;155394;41002;Venda
2024-09-20 11:25:00;132890;132815;132925;132805;114463;29940;Venda
2024-09-20 11:30:00;132815;132735;132870;132710;169200;44224;Venda
2024-09-20 11:35:00;132730;132695;132785;132660;144974;36734;Venda
2024-09-20 11:40:00;132695;132645;132770;132610;169160;45559;Venda
2024-09-20 11:45:00;132645;132640;132670;132585;103614;26053;Venda
2024-09-20 11:50:00;132635;132690;132765;132630;141668;38269;Venda
2024-09-20 11:55:00;132690;132620;132690;132550;146855;38532;Venda
2024-09-23 09:00:00;131400;130955;131505;130885;461369;163983;Lateral
2024-09-23 09:05:00;130955;131225;131235;130890;307412;101235;Lateral
2024-09-23 09:10:00;131220;131375;131410;131215;240959;71543;Lateral
2024-09-23 09:15:00;131380;131255;131400;131225;166569;52326;Lateral
2024-09-23 09:20:00;131255;131385;131440;131245;146563;48909;Lateral
2024-09-23 09:25:00;131385;131335;131445;131305;136305;43896;Lateral
2024-09-23 09:30:00;131340;131305;131420;131265;150683;48912;Lateral
2024-09-23 09:35:00;131310;131310;131410;131170;267893;82420;Lateral
2024-09-23 09:40:00;131305;131390;131440;131205;214506;64327;Lateral
2024-09-23 09:45:00;131385;131475;131540;131360;166038;53011;Lateral
2024-09-23 09:50:00;131475;131505;131530;131450;96917;28597;Lateral
2024-09-23 09:55:00;131510;131380;131530;131295;236377;71280;Lateral
2024-09-23 10:00:00;131380;131265;131475;131235;241137;72909;Lateral
2024-09-23 10:05:00;131265;131390;131450;131245;228535;68761;Lateral
2024-09-23 10:10:00;131390;131295;131470;131190;289829;87519;Lateral
2024-09-23 10:15:00;131295;131455;131465;131245;215563;63725;Lateral
2024-09-23 10:20:00;131450;131245;131525;131225;291723;86206;Lateral
2024-09-23 10:25:00;131240;131240;131380;131205;211806;57404;Lateral
2024-09-23 10:30:00;131235;131495;131520;131115;362764;102558;Lateral
2024-09-23 10:35:00;131500;131490;131750;131455;377258;106296;Lateral
2024-09-23 10:40:00;131490;131525;131550;131380;190775;56008;Lateral
2024-09-23 10:45:00;131520;131505;131620;131405;246705;68097;Lateral
2024-09-23 10:50:00;131505;131370;131515;131285;248438;70929;Lateral
2024-09-23 10:55:00;131365;131210;131405;131135;221498;61558;Lateral
2024-09-23 11:00:00;131210;131170;131275;131170;148527;40958;Lateral
2024-09-23 11:05:00;131170;131145;131200;131090;180145;50694;Lateral
2024-09-23 11:10:00;131145;131175;131220;131060;227760;64586;Lateral
2024-09-23 11:15:00;131175;131275;131345;131155;186299;55185;Lateral
2024-09-23 11:20:00;131275;131225;131305;131220;107321;30249;Lateral
2024-09-23 11:25:00;131225;131075;131240;131025;199620;55891;Lateral
2024-09-23 11:30:00;131075;130910;131075;130850;311030;80885;Lateral
2024-09-23 11:35:00;130910;131175;131195;130905;239488;65776;Lateral
2024-09-23 11:40:00;131175;131265;131290;131145;159466;44231;Lateral
2024-09-23 11:45:00;131270;131350;131380;131220;127613;37029;Lateral
2024-09-23 11:50:00;131350;131450;131500;131330;240116;61104;Lateral
2024-09-23 11:55:00;131450;131430;131585;131395;214511;57511;Lateral
2024-09-24 09:00:00;132590;132865;133055;132500;445117;148224;Venda
2024-09-24 09:05:00;132870;132640;132940;132635;234110;74855;Venda
2024-09-24 09:10:00;132645;132580;132695;132540;175204;54572;Venda
2024-09-24 09:15:00;132580;132615;132665;132430;235116;75931;Venda
2024-09-24 09:20:00;132615;132650;132750;132585;159825;50353;Venda
2024-09-24 09:25:00;132650;132900;132900;132635;217748;64520;Venda
2024-09-24 09:30:00;132900;132940;132940;132750;187006;59585;Venda
2024-09-24 09:35:00;132940;132970;133025;132900;160974;50700;Venda
2024-09-24 09:40:00;132965;132975;132990;132875;121060;38330;Venda
2024-09-24 09:45:00;132975;133070;133110;132940;203526;63088;Venda
2024-09-24 09:50:00;133065;133175;133230;133055;218618;66491;Venda
2024-09-24 09:55:00;133180;133095;133210;133080;113531;36254;Venda
2024-09-24 10:00:00;133095;133155;133210;132920;403823;120867;Venda
2024-09-24 10:05:00;133155;133160;133265;132990;385928;117874;Venda
2024-09-24 10:10:00;133165;133010;133185;133005;251829;78488;Venda
2024-09-24 10:15:00;133005;132965;133030;132805;363094;116601;Venda
2024-09-24 10:20:00;132960;133030;133120;132905;301689;91779;Venda
2024-09-24 10:25:00;133025;133160;133230;133020;246866;73384;Venda
2024-09-24 10:30:00;133165;133390;133395;133040;466749;133088;Venda
2024-09-24 10:35:00;133390;133530;133705;133325;417793;114972;Venda
2024-09-24 10:40:00;133530;133760;133865;133515;327278;94852;Venda
2024-09-24 10:45:00;133760;133655;133790;133640;224538;61888;Venda
2024-09-24 10:50:00;133660;133620;133745;133575;272453;76372;Venda
2024-09-24 10:55:00;133620;133485;133630;133465;161706;46843;Venda
2024-09-24 11:00:00;133485;133440;133520;133340;321003;84255;Venda
2024-09-24 11:05:00;133435;133490;133515;133285;212454;61010;Venda
2024-09-24 11:10:00;133485;133425;133505;133415;107763;31598;Venda
2024-09-24 11:15:00;133425;133280;133465;133240;191353;51493;Venda
2024-09-24 11:20:00;133275;133185;133315;133125;201605;56157;Venda
2024-09-24 11:25:00;133185;132975;133200;132925;253642;66464;Venda
2024-09-24 11:30:00;132975;132735;133000;132705;377509;91392;Venda
2024-09-24 11:35:00;132730;132705;132780;132675;167758;44599;Venda
2024-09-24 11:40:00;132705;132785;132825;132685;159601;44871;Venda
2024-09-24 11:45:00;132785;132685;132850;132650;201066;54315;Venda
2024-09-24 11:50:00;132685;132710;132745;132655;118376;30615;Venda
2024-09-24 11:55:00;132705;132630;132720;132610;144300;37901;Venda
2024-09-25 09:00:00;133370;133800;133845;133055;456374;163961;Venda
2024-09-25 09:05:00;133800;133510;133840;133505;266461;93356;Venda
2024-09-25 09:10:00;133510;133555;133680;133450;211764;73813;Venda
2024-09-25 09:15:00;133550;133545;133620;133470;157722;54158;Venda
2024-09-25 09:20:00;133545;133320;133600;133250;231301;73614;Venda
2024-09-25 09:25:00;133320;133340;133410;133290;140053;45576;Venda
2024-09-25 09:30:00;133335;133375;133475;133290;134893;43610;Venda
2024-09-25 09:35:00;133370;133305;133380;133270;112582;38446;Venda
2024-09-25 09:40:00;133300;133385;133425;133295;115600;35073;Venda
2024-09-25 09:45:00;133385;133440;133515;133315;169232;52987;Venda
2024-09-25 09:50:00;133440;133390;133450;133315;174457;50682;Venda
2024-09-25 09:55:00;133390;133330;133435;133305;82219;25844;Venda
2024-09-25 10:00:00;133330;133315;133420;133215;257826;80313;Venda
2024-09-25 10:05:00;133315;133355;133375;133175;292253;90179;Venda
2024-09-25 10:10:00;133360;133490;133565;133225;356684;115395;Venda
2024-09-25 10:15:00;133490;133635;133705;133470;289187;92396;Venda
2024-09-25 10:20:00;133635;133595;133685;133470;296785;93773;Venda
2024-09-25 10:25:00;133595;133155;133595;133130;322278;102772;Venda
2024-09-25 10:30:00;133155;133135;133275;133045;384501;113645;Venda
2024-09-25 10:35:00;133130;133085;133160;132965;270574;84174;Venda
2024-09-25 10:40:00;133085;132980;133140;132925;228621;68117;Venda
2024-09-25 10:45:00;132980;133090;133145;132910;232826;71978;Venda
2024-09-25 10:50:00;133095;133070;133180;133065;171410;51352;Venda
2024-09-25 10:55:00;133075;132995;133120;132940;177563;54817;Venda
2024-09-25 11:00:00;132995;133055;133080;132925;173257;50298;Venda
2024-09-25 11:05:00;133050;133145;133170;133040;161553;46616;Venda
2024-09-25 11:10:00;133145;133025;133145;133005;151150;43235;Venda
2024-09-25 11:15:00;133025;132835;133055;132810;252496;70484;Venda
2024-09-25 11:20:00;132830;132735;132875;132595;328975;86609;Venda
2024-09-25 11:25:00;132730;132690;132800;132645;172946;46620;Venda
2024-09-25 11:30:00;132690;132780;132785;132655;145739;39694;Venda
2024-09-25 11:35:00;132785;133000;133005;132755;247423;64178;Venda
2024-09-25 11:40:00;133000;132945;133080;132905;235542;61777;Venda
2024-09-25 11:45:00;132940;133030;133075;132900;211030;54366;Venda
2024-09-25 11:50:00;133035;132990;133120;132955;150086;42902;Venda
2024-09-25 11:55:00;132985;132880;133035;132820;178182;49642;Venda
2024-09-26 09:00:00;133300;133405;133615;133155;314106;120259;Venda
2024-09-26 09:05:00;133400;133665;133755;133370;253519;80579;Venda
2024-09-26 09:10:00;133660;133735;133785;133620;174179;59605;Venda
2024-09-26 09:15:00;133730;133820;133845;133715;141906;48094;Venda
2024-09-26 09:20:00;133820;133750;134000;133740;272903;87858;Venda
2024-09-26 09:25:00;133755;133745;133940;133695;185451;61838;Venda
2024-09-26 09:30:00;133745;133870;133980;133645;253217;82801;Venda
2024-09-26 09:35:00;133870;133725;133915;133720;165190;55617;Venda
2024-09-26 09:40:00;133725;133630;133765;133580;202576;71288;Venda
2024-09-26 09:45:00;133630;133570;133750;133540;186128;63529;Venda
2024-09-26 09:50:00;133565;133525;133595;133385;210086;70726;Venda
2024-09-26 09:55:00;133530;133375;133565;133365;144847;47836;Venda
2024-09-26 10:00:00;133370;133420;133525;133320;221983;74593;Venda
2024-09-26 10:05:00;133420;133365;133500;133290;248165;83993;Venda
2024-09-26 10:10:00;133360;133410;133450;133250;226535;75492;Venda
2024-09-26 10:15:00;133410;133290;133485;133225;251401;82950;Venda
2024-09-26 10:20:00;133290;133390;133585;133255;269700;90412;Venda
2024-09-26 10:25:00;133390;133145;133430;133110;313859;109123;Venda
2024-09-26 10:30:00;133140;133490;133525;133045;400221;121169;Venda
2024-09-26 10:35:00;133495;133425;133695;133415;366828;113205;Venda
2024-09-26 10:40:00;133425;133740;133745;133420;309047;95309;Venda
2024-09-26 10:45:00;133740;133620;133775;133565;296565;85940;Venda
2024-09-26 10:50:00;133615;133245;133625;133230;301126;90637;Venda
2024-09-26 10:55:00;133245;133210;133290;133170;187552;55754;Venda
2024-09-26 11:00:00;133205;133095;133375;132995;361273;109429;Venda
2024-09-26 11:05:00;133095;133160;133195;133070;147271;46027;Venda
2024-09-26 11:10:00;133160;133280;133395;133135;289495;81492;Venda
2024-09-26 11:15:00;133280;133285;133350;133220;124195;36966;Venda
2024-09-26 11:20:00;133290;133145;133295;133105;159933;45352;Venda
2024-09-26 11:25:00;133140;133025;133160;132915;265694;69130;Venda
2024-09-26 11:30:00;133025;132940;133070;132915;182957;45706;Venda
2024-09-26 11:35:00;132945;132850;132965;132840;174611;43975;Venda
2024-09-26 11:40:00;132850;132890;132900;132800;134224;37826;Venda
2024-09-26 11:45:00;132890;133000;133000;132885;175283;48021;Venda
2024-09-26 11:50:00;132995;132860;133010;132775;248167;63724;Venda
2024-09-26 11:55:00;132865;132770;132905;132745;141348;40535;Venda
2024-09-27 09:00:00;133600;133370;133660;133305;213127;83142;Compra
2024-09-27 09:05:00;133365;133175;133480;133105;270848;91223;Compra
2024-09-27 09:10:00;133175;133390;133395;133150;176412;55592;Compra
2024-09-27 09:15:00;133395;133470;133590;133365;203266;63240;Compra
2024-09-27 09:20:00;133475;133435;133555;133405;155036;51194;Compra
2024-09-27 09:25:00;133430;133445;133490;133395;58793;18554;Compra
2024-09-27 09:30:00;133445;133285;133640;133280;314449;97485;Compra
2024-09-27 09:35:00;133290;133460;133510;133275;175977;55724;Compra
2024-09-27 09:40:00;133460;133460;133520;133390;114132;37463;Compra
2024-09-27 09:45:00;133460;133380;133515;133375;124602;38678;Compra
2024-09-27 09:50:00;133380;133335;133490;133330;159905;49307;Compra
2024-09-27 09:55:00;133335;133475;133490;133330;88391;28835;Compra
2024-09-27 10:00:00;133475;133530;133660;133460;268725;86309;Compra
2024-09-27 10:05:00;133530;133570;133595;133440;209308;63263;Compra
2024-09-27 10:10:00;133575;133565;133730;133470;348622;109364;Compra
2024-09-27 10:15:00;133560;133475;133670;133400;276366;82949;Compra
2024-09-27 10:20:00;133470;133495;133570;133420;233901;61729;Compra
2024-09-27 10:25:00;133495;133575;133590;133425;163045;43226;Compra
2024-09-27 10:30:00;133575;133930;133935;133540;401704;112701;Compra
2024-09-27 10:35:00;133935;134075;134175;133870;382510;110510;Compra
2024-09-27 10:40:00;134075;133930;134125;133925;267682;79103;Compra
2024-09-27 10:45:00;133930;133930;133955;133780;266604;79222;Compra
2024-09-27 10:50:00;133930;133975;134015;133895;198256;57783;Compra
2024-09-27 10:55:00;133970;134065;134140;133945;190246;51284;Compra
2024-09-27 11:00:00;134060;133955;134080;133910;171187;46459;Compra
2024-09-27 11:05:00;133955;134100;134105;133945;171420;46083;Compra
2024-09-27 11:10:00;134100;134100;134140;133990;163720;46134;Compra
2024-09-27 11:15:00;134100;134380;134400;134075;294242;79489;Compra
2024-09-27 11:20:00;134375;134395;134445;134340;170876;45286;Compra
2024-09-27 11:25:00;134400;134430;134465;134350;149367;40311;Compra
2024-09-27 11:30:00;134430;134480;134530;134360;205946;54786;Compra
2024-09-27 11:35:00;134480;134445;134525;134410;136382;37701;Compra
2024-09-27 11:40:00;134440;134490;134545;134420;128787;33432;Compra
2024-09-27 11:45:00;134485;134550;134595;134460;147579;38635;Compra
2024-09-27 11:50:00;134555;134505;134570;134425;149839;42827;Compra
2024-09-27 11:55:00;134505;134315;134515;134310;194506;54734;Compra
2024-09-30 09:00:00;133715;133795;133820;133370;285209;102547;Compra
2024-09-30 09:05:00;133795;134130;134180;133715;258468;88054;Compra
2024-09-30 09:10:00;134135;133990;134195;133865;200295;63928;Compra
2024-09-30 09:15:00;133985;133985;134095;133945;121919;43380;Compra
2024-09-30 09:20:00;133980;134045;134080;133945;77790;27293;Compra
2024-09-30 09:25:00;134050;134085;134095;133985;80179;25881;Compra
2024-09-30 09:30:00;134090;133950;134135;133910;149325;48949;Compra
2024-09-30 09:35:00;133950;133755;133960;133750;170434;55866;Compra
2024-09-30 09:40:00;133755;133865;133935;133755;126397;43423;Compra
2024-09-30 09:45:00;133865;133715;133865;133670;149954;50011;Compra
2024-09-30 09:50:00;133715;133670;133740;133560;137635;44570;Compra
2024-09-30 09:55:00;133675;133665;133730;133625;105763;36137;Compra
2024-09-30 10:00:00;133660;133565;133665;133530;154468;51614;Compra
2024-09-30 10:05:00;133565;133550;133620;133485;167204;54808;Compra
2024-09-30 10:10:00;133550;133215;133565;133185;285042;90681;Compra
2024-09-30 10:15:00;133215;133545;133595;133185;288156;97176;Compra
2024-09-30 10:20:00;133540;133485;133710;133425;272015;91885;Compra
2024-09-30 10:25:00;133480;133455;133555;133330;230025;81000;Compra
2024-09-30 10:30:00;133455;133180;133550;133130;321075;105334;Compra
2024-09-30 10:35:00;133175;133205;133320;133030;271709;88664;Compra
2024-09-30 10:40:00;133205;133405;133480;133205;188676;60417;Compra
2024-09-30 10:45:00;133405;133390;133480;133305;178956;57894;Compra
2024-09-30 10:50:00;133395;133345;133415;133170;171818;54947;Compra
2024-09-30 10:55:00;133345;133105;133405;133075;157859;50365;Compra
2024-09-30 11:00:00;133100;133295;133350;133100;137579;44107;Compra
2024-09-30 11:05:00;133300;133335;133430;133290;108083;34381;Compra
2024-09-30 11:10:00;133340;133205;133370;133205;118083;35448;Compra
2024-09-30 11:15:00;133210;133195;133310;133140;138529;40537;Compra
2024-09-30 11:20:00;133190;133130;133275;133105;125653;37141;Compra
2024-09-30 11:25:00;133125;132955;133160;132950;249446;64044;Compra
2024-09-30 11:30:00;132960;133170;133200;132950;155699;43768;Compra
2024-09-30 11:35:00;133175;133280;133300;133075;184677;50764;Compra
2024-09-30 11:40:00;133280;133395;133430;133220;132911;37419;Compra
2024-09-30 11:45:00;133400;133525;133550;133325;199457;55671;Compra
2024-09-30 11:50:00;133520;133465;133525;133380;110139;31996;Compra
2024-09-30 11:55:00;133465;133450;133470;133390;68175;19815;Compra
2024-10-01 09:00:00;132445;132700;132720;132370;337636;123650;Compra
2024-10-01 09:05:00;132700;132835;132870;132665;241721;80428;Compra
2024-10-01 09:10:00;132835;132880;132920;132740;181201;59030;Compra
2024-10-01 09:15:00;132875;132945;132970;132820;157332;51641;Compra
2024-10-01 09:20:00;132940;132865;133025;132825;192006;61598;Compra
2024-10-01 09:25:00;132860;132860;132935;132765;186776;60104;Compra
2024-10-01 09:30:00;132860;132970;133010;132860;169297;54536;Compra
2024-10-01 09:35:00;132965;132930;132995;132905;73281;24096;Compra
2024-10-01 09:40:00;132930;132975;133010;132905;115699;35110;Compra
2024-10-01 09:45:00;132975;133085;133125;132950;218869;66815;Compra
2024-10-01 09:50:00;133080;133105;133155;133035;156452;48348;Compra
2024-10-01 09:55:00;133105;133115;133180;133045;185257;57544;Compra
2024-10-01 10:00:00;133110;133035;133235;132930;354442;111099;Compra
2024-10-01 10:05:00;133030;133040;133160;132945;296471;94684;Compra
2024-10-01 10:10:00;133045;132935;133095;132815;333185;109118;Compra
2024-10-01 10:15:00;132930;133275;133280;132855;368848;123439;Compra
2024-10-01 10:20:00;133275;133125;133320;133115;241514;80461;Compra
2024-10-01 10:25:00;133120;132940;133140;132875;278732;92950;Compra
2024-10-01 10:30:00;132940;133125;133290;132830;489002;148215;Compra
2024-10-01 10:35:00;133125;132830;133140;132655;534934;163006;Compra
2024-10-01 10:40:00;132835;132850;132905;132540;410818;124403;Compra
2024-10-01 10:45:00;132855;132855;132960;132640;391701;125462;Compra
2024-10-01 10:50:00;132860;132960;133045;132650;308008;95340;Compra
2024-10-01 10:55:00;132960;132995;133090;132875;229883;68849;Compra
2024-10-01 11:00:00;132995;133205;133300;132810;428804;117689;Compra
2024-10-01 11:05:00;133205;133205;133340;133085;240165;74365;Compra
2024-10-01 11:10:00;133205;133220;133230;132970;335260;91442;Compra
2024-10-01 11:15:00;133215;133320;133430;133155;299321;85980;Compra
2024-10-01 11:20:00;133325;133490;133595;133295;324711;88698;Compra
2024-10-01 11:25:00;133490;133365;133555;133230;269870;76072;Compra
2024-10-01 11:30:00;133365;133350;133375;133065;298497;84293;Compra
2024-10-01 11:35:00;133350;133490;133535;133315;238042;65878;Compra
2024-10-01 11:40:00;133490;133580;133655;133470;217646;64840;Compra
2024-10-01 11:45:00;133580;133620;133685;133555;228738;56326;Compra
2024-10-01 11:50:00;133615;133480;133640;133470;159870;43438;Compra
2024-10-01 11:55:00;133485;133655;133655;133415;200150;55349;Compra
2024-10-02 09:00:00;133720;134135;134275;133645;435350;157291;Lateral
2024-10-02 09:05:00;134135;134275;134355;134065;275749;96001;Lateral
2024-10-02 09:10:00;134275;134210;134335;134150;177546;63580;Lateral
2024-10-02 09:15:00;134210;134270;134330;134125;189027;66799;Lateral
2024-10-02 09:20:00;134270;134075;134295;134055;162786;56520;Lateral
2024-10-02 09:25:00;134075;134380;134420;134010;345482;114385;Lateral
2024-10-02 09:30:00;134375;134470;134500;134300;239287;76130;Lateral
2024-10-02 09:35:00;134475;134485;134500;134345;216073;67741;Lateral
2024-10-02 09:40:00;134490;134460;134520;134400;125892;41526;Lateral
2024-10-02 09:45:00;134460;134555;134585;134375;235394;73371;Lateral
2024-10-02 09:50:00;134560;134660;134720;134535;254671;74343;Lateral
2024-10-02 09:55:00;134655;134765;134800;134650;161172;48527;Lateral
2024-10-02 10:00:00;134765;134975;134995;134760;376422;112249;Lateral
2024-10-02 10:05:00;134975;135060;135180;134890;403076;113904;Lateral
2024-10-02 10:10:00;135060;134885;135120;134850;324405;99473;Lateral
2024-10-02 10:15:00;134880;135180;135240;134750;455673;145189;Lateral
2024-10-02 10:20:00;135180;135325;135360;135045;374408;124446;Lateral
2024-10-02 10:25:00;135325;135305;135335;135145;250057;82682;Lateral
2024-10-02 10:30:00;135305;135230;135420;135025;425749;133624;Lateral
2024-10-02 10:35:00;135235;135195;135470;135115;416371;123309;Lateral
2024-10-02 10:40:00;135195;134990;135330;134950;347041;107582;Lateral
2024-10-02 10:45:00;134985;135245;135280;134910;310639;98180;Lateral
2024-10-02 10:50:00;135245;135130;135345;135100;267002;85474;Lateral
2024-10-02 10:55:00;135130;135020;135135;135010;149966;49367;Lateral
2024-10-02 11:00:00;135020;135230;135245;135005;249937;70562;Lateral
2024-10-02 11:05:00;135230;135335;135370;135225;199875;58574;Lateral
2024-10-02 11:10:00;135330;135285;135480;135250;297950;82352;Lateral
2024-10-02 11:15:00;135285;135305;135360;135200;207061;60472;Lateral
2024-10-02 11:20:00;135300;135215;135370;135210;180207;53667;Lateral
2024-10-02 11:25:00;135215;135070;135250;135015;194732;59737;Lateral
2024-10-02 11:30:00;135075;134975;135095;134950;167455;46646;Lateral
2024-10-02 11:35:00;134975;134850;134975;134810;193766;53769;Lateral
2024-10-02 11:40:00;134850;134740;134880;134740;151411;39218;Lateral
2024-10-02 11:45:00;134740;134780;134790;134665;196476;51370;Lateral
2024-10-02 11:50:00;134775;134780;135020;134765;316940;89077;Lateral
2024-10-02 11:55:00;134775;134585;134785;134540;222670;60989;Lateral
2024-10-03 09:00:00;133875;133295;133940;133255;365848;121187;Venda
2024-10-03 09:05:00;133295;133120;133315;133000;292675;93942;Venda
2024-10-03 09:10:00;133120;133170;133175;132925;305638;94327;Venda
2024-10-03 09:15:00;133170;132890;133195;132880;265508;80359;Venda
2024-10-03 09:20:00;132890;132925;132980;132775;283004;91189;Venda
2024-10-03 09:25:00;132920;132800;133020;132745;232195;78748;Venda
2024-10-03 09:30:00;132795;132615;132875;132605;292105;91810;Venda
2024-10-03 09:35:00;132610;132650;132795;132605;221684;65455;Venda
2024-10-03 09:40:00;132655;132720;132820;132615;187850;59075;Venda
2024-10-03 09:45:00;132725;132585;132845;132550;305514;95374;Venda
2024-10-03 09:50:00;132590;132680;132700;132580;171088;53667;Venda
2024-10-03 09:55:00;132680;132655;132725;132555;195150;62630;Venda
2024-10-03 10:00:00;132660;132590;132725;132460;390943;122775;Venda
2024-10-03 10:05:00;132590;132405;132665;132400;329405;103762;Venda
2024-10-03 10:10:00;132405;132540;132690;132340;389919;130891;Venda
2024-10-03 10:15:00;132540;132410;132550;132285;341443;105446;Venda
2024-10-03 10:20:00;132410;132235;132440;132205;285574;85874;Venda
2024-10-03 10:25:00;132230;132215;132380;132160;300191;87615;Venda
2024-10-03 10:30:00;132210;132305;132330;132065;389137;109433;Venda
2024-10-03 10:35:00;132305;132200;132400;132185;242046;74298;Venda
2024-10-03 10:40:00;132205;132315;132365;132155;180766;55875;Venda
2024-10-03 10:45:00;132315;132245;132510;132185;368677;110726;Venda
2024-10-03 10:50:00;132245;132230;132290;131995;417631;116152;Venda
2024-10-03 10:55:00;132230;132280;132390;132225;202818;57741;Venda
2024-10-03 11:00:00;132280;132190;132360;132105;343896;95014;Venda
2024-10-03 11:05:00;132185;132145;132285;132120;210159;62819;Venda
2024-10-03 11:10:00;132140;132015;132180;131965;405077;111873;Venda
2024-10-03 11:15:00;132015;131935;132110;131920;258797;71516;Venda
2024-10-03 11:20:00;131935;131750;131990;131690;365875;95340;Venda
2024-10-03 11:25:00;131750;131760;131890;131675;306728;76819;Venda
2024-10-03 11:30:00;131760;131865;131880;131745;189989;49116;Venda
2024-10-03 11:35:00;131865;131665;131955;131635;323680;82605;Venda
